<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.06	20:35:00	4484.13	4486.24	4483.57	4485.55	2378	0	19
2026.01.06	20:40:00	4485.55	4487.18	4484.99	4486.25	1898	0	19
2026.01.06	20:45:00	4486.25	4488.71	4486.19	4488.68	1786	0	19
2026.01.06	20:50:00	4488.68	4490.36	4487.25	4487.83	1848	0	19
2026.01.06	20:55:00	4487.78	4489.41	4487.46	4488.54	1517	0	19
2026.01.06	21:00:00	4488.55	4489.46	4485.02	4485.79	2103	0	19
2026.01.06	21:05:00	4485.78	4486.41	4483.06	4483.71	2187	0	19
2026.01.06	21:10:00	4483.70	4484.51	4481.89	4482.08	1846	0	19
2026.01.06	21:15:00	4482.13	4482.52	4477.41	4482.04	2543	0	19
2026.01.06	21:20:00	4481.99	4484.64	4481.40	4482.37	2354	0	19
2026.01.06	21:25:00	4482.37	4483.71	4480.83	4480.91	1990	0	19
2026.01.06	21:30:00	4480.92	4481.45	4477.84	4478.77	2226	0	19
2026.01.06	21:35:00	4478.77	4482.25	4477.93	4482.10	1912	0	19
2026.01.06	21:40:00	4482.12	4483.63	4481.34	4481.55	1846	0	19
2026.01.06	21:45:00	4481.54	4483.75	4481.40	4482.48	1875	0	19
2026.01.06	21:50:00	4482.49	4482.77	4479.16	4481.24	2309	0	19
2026.01.06	21:55:00	4481.25	4482.59	4480.25	4481.31	2030	0	19
2026.01.06	22:00:00	4481.31	4483.90	4480.35	4483.90	1981	0	19
2026.01.06	22:05:00	4483.91	4484.39	4481.85	4483.81	1636	0	19
2026.01.06	22:10:00	4483.83	4486.85	4482.99	4485.40	1760	0	19
2026.01.06	22:15:00	4485.41	4487.34	4485.23	4487.03	1367	0	19
2026.01.06	22:20:00	4487.04	4487.63	4486.12	4486.36	1643	0	19
2026.01.06	22:25:00	4486.37	4487.54	4484.62	4485.63	1574	0	19
2026.01.06	22:30:00	4485.63	4485.69	4483.82	4485.32	2784	0	19
2026.01.06	22:35:00	4485.31	4487.40	4484.01	4486.65	1619	0	19
2026.01.06	22:40:00	4486.64	4490.14	4486.64	4489.80	1868	0	19
2026.01.06	22:45:00	4489.80	4491.37	4489.48	4489.90	1712	0	19
2026.01.06	22:50:00	4489.91	4490.40	4488.61	4490.39	1849	0	19
2026.01.06	22:55:00	4490.32	4496.94	4489.82	4493.79	2550	0	19
2026.01.06	23:00:00	4493.79	4494.44	4492.15	4493.17	1457	0	19
2026.01.06	23:05:00	4493.14	4494.55	4492.47	4493.70	1073	0	19
2026.01.06	23:10:00	4493.70	4493.95	4491.86	4492.10	858	0	19
2026.01.06	23:15:00	4492.04	4493.51	4491.93	4492.59	751	0	19
2026.01.06	23:20:00	4492.58	4493.76	4492.15	4493.12	598	0	19
2026.01.06	23:25:00	4493.13	4494.58	4492.70	4494.05	697	0	19
2026.01.06	23:30:00	4494.04	4495.58	4493.94	4495.48	678	0	19
2026.01.06	23:35:00	4495.53	4496.76	4495.20	4496.76	854	0	19
2026.01.06	23:40:00	4496.76	4497.03	4496.10	4496.26	660	0	19
2026.01.06	23:45:00	4496.26	4497.34	4495.90	4497.28	967	0	19
2026.01.06	23:50:00	4497.27	4497.37	4494.13	4495.17	1045	0	19
2026.01.06	23:55:00	4495.16	4495.42	4494.06	4494.62	415	0	19
2026.01.07	01:00:00	4495.52	4498.82	4495.13	4498.53	984	0	19
2026.01.07	01:05:00	4498.53	4499.34	4498.15	4498.41	879	0	19
2026.01.07	01:10:00	4498.40	4498.62	4494.77	4497.56	1380	0	19
2026.01.07	01:15:00	4497.49	4499.18	4497.04	4498.69	1247	0	19
2026.01.07	01:20:00	4498.69	4499.92	4498.27	4499.75	1358	0	19
2026.01.07	01:25:00	4499.76	4500.46	4498.34	4498.50	1150	0	19
2026.01.07	01:30:00	4498.45	4499.53	4497.85	4498.89	963	0	19
2026.01.07	01:35:00	4498.88	4499.41	4496.21	4496.40	916	0	19
2026.01.07	01:40:00	4496.41	4496.44	4495.00	4495.39	1275	0	19
2026.01.07	01:45:00	4495.38	4495.85	4493.15	4493.61	1250	0	19
2026.01.07	01:50:00	4493.59	4496.24	4492.13	4496.10	1526	0	19
2026.01.07	01:55:00	4496.09	4496.25	4492.48	4493.33	1553	0	19
2026.01.07	02:00:00	4493.34	4494.14	4490.35	4493.02	1733	0	19
2026.01.07	02:05:00	4493.02	4493.03	4491.00	4492.14	1178	0	19
2026.01.07	02:10:00	4492.15	4494.33	4492.05	4493.17	1330	0	19
2026.01.07	02:15:00	4493.17	4493.54	4489.77	4490.54	1354	0	19
2026.01.07	02:20:00	4490.53	4493.04	4490.32	4491.33	1074	0	19
2026.01.07	02:25:00	4491.34	4491.85	4490.29	4491.16	1009	0	19
2026.01.07	02:30:00	4491.17	4493.69	4490.17	4493.68	1676	0	19
2026.01.07	02:35:00	4493.64	4494.73	4488.10	4489.74	2145	0	19
2026.01.07	02:40:00	4489.74	4492.25	4488.77	4489.90	1904	0	19
2026.01.07	02:45:00	4489.89	4491.49	4487.86	4490.04	1972	0	19
2026.01.07	02:50:00	4490.04	4490.20	4482.54	4485.50	2137	0	19
2026.01.07	02:55:00	4485.50	4492.11	4485.11	4491.97	2149	0	19
2026.01.07	03:00:00	4491.85	4495.76	4480.44	4483.32	3862	0	19
2026.01.07	03:05:00	4483.31	4483.59	4472.07	4475.92	3916	0	19
2026.01.07	03:10:00	4475.85	4478.66	4469.11	4471.03	3622	0	19
2026.01.07	03:15:00	4471.06	4476.86	4470.96	4472.76	3174	0	19
2026.01.07	03:20:00	4472.78	4477.89	4471.28	4476.27	3189	0	19
2026.01.07	03:25:00	4476.22	4478.99	4473.63	4477.16	2983	0	19
2026.01.07	03:30:00	4477.17	4477.86	4466.39	4466.83	3341	0	19
2026.01.07	03:35:00	4466.82	4470.94	4464.97	4470.79	3498	0	19
2026.01.07	03:40:00	4470.80	4472.67	4467.56	4468.56	3196	0	19
2026.01.07	03:45:00	4468.58	4470.57	4465.16	4465.16	2805	0	19
2026.01.07	03:50:00	4465.15	4470.44	4465.11	4470.08	2783	0	19
2026.01.07	03:55:00	4470.08	4470.08	4461.13	4465.59	3067	0	19
2026.01.07	04:00:00	4465.59	4467.42	4459.66	4467.42	3359	0	19
2026.01.07	04:05:00	4467.41	4470.93	4466.25	4470.71	3217	0	19
2026.01.07	04:10:00	4470.73	4475.67	4470.42	4472.37	3128	0	19
2026.01.07	04:15:00	4472.37	4475.04	4471.22	4471.93	2172	0	19
2026.01.07	04:20:00	4471.94	4471.94	4469.34	4470.07	1601	0	19
2026.01.07	04:25:00	4470.08	4474.99	4468.49	4473.89	2195	0	19
2026.01.07	04:30:00	4473.89	4478.01	4473.46	4475.16	3133	0	19
2026.01.07	04:35:00	4475.15	4478.07	4474.33	4476.86	2366	0	19
2026.01.07	04:40:00	4476.87	4478.52	4475.54	4475.90	2519	0	19
2026.01.07	04:45:00	4475.87	4477.43	4473.82	4477.15	2129	0	19
2026.01.07	04:50:00	4477.15	4478.55	4475.11	4478.16	2468	0	19
2026.01.07	04:55:00	4478.16	4478.73	4474.41	4474.71	2506	0	19
2026.01.07	05:00:00	4474.72	4476.84	4473.25	4475.38	2435	0	19
2026.01.07	05:05:00	4475.33	4476.22	4473.28	4476.00	2853	0	19
2026.01.07	05:10:00	4476.01	4477.04	4471.95	4474.69	2575	0	19
2026.01.07	05:15:00	4474.77	4480.18	4472.70	4479.89	2986	0	19
2026.01.07	05:20:00	4479.90	4480.30	4476.76	4479.20	2747	0	19
2026.01.07	05:25:00	4479.20	4479.52	4476.30	4476.45	2450	0	19
2026.01.07	05:30:00	4476.45	4477.79	4475.71	4476.60	1611	0	19
2026.01.07	05:35:00	4476.65	4478.80	4476.18	4477.66	2179	0	19
2026.01.07	05:40:00	4477.66	4478.82	4477.02	4478.35	1814	0	19
2026.01.07	05:45:00	4478.35	4478.43	4476.47	4476.89	2086	0	19
2026.01.07	05:50:00	4476.90	4477.21	4473.95	4475.98	1974	0	19
2026.01.07	05:55:00	4475.98	4476.65	4473.67	4474.73	2219	0	19
2026.01.07	06:00:00	4474.73	4476.08	4472.44	4473.18	1774	0	19
2026.01.07	06:05:00	4473.14	4473.77	4470.27	4471.48	2119	0	19
2026.01.07	06:10:00	4471.44	4472.65	4469.32	4470.46	2260	0	19
2026.01.07	06:15:00	4470.46	4472.01	4467.10	4468.63	2055	0	19
2026.01.07	06:20:00	4468.63	4470.79	4466.56	4469.24	1747	0	19
2026.01.07	06:25:00	4469.24	4471.08	4465.97	4466.16	1835	0	19
2026.01.07	06:30:00	4466.06	4467.58	4463.80	4467.42	2101	0	19
2026.01.07	06:35:00	4467.42	4468.53	4463.61	4463.61	1801	0	19
2026.01.07	06:40:00	4463.61	4468.45	4463.60	4465.30	1971	0	19
2026.01.07	06:45:00	4465.29	4466.86	4464.00	4466.33	1552	0	19
2026.01.07	06:50:00	4466.33	4467.17	4464.12	4464.76	1451	0	19
2026.01.07	06:55:00	4464.77	4465.51	4463.93	4464.79	1603	0	19
2026.01.07	07:00:00	4464.79	4465.29	4463.44	4463.99	1804	0	19
2026.01.07	07:05:00	4463.97	4467.17	4462.01	4466.49	1734	0	19
2026.01.07	07:10:00	4466.48	4467.01	4465.17	4465.81	1789	0	19
2026.01.07	07:15:00	4465.78	4469.37	4465.24	4467.98	1878	0	19
2026.01.07	07:20:00	4467.99	4469.75	4467.24	4469.73	1453	0	19
2026.01.07	07:25:00	4469.71	4470.31	4467.39	4468.64	1546	0	19
2026.01.07	07:30:00	4468.64	4469.17	4453.01	4453.83	3696	0	19
2026.01.07	07:35:00	4453.83	4457.02	4451.54	4453.13	3116	0	19
2026.01.07	07:40:00	4453.14	4454.04	4448.78	4452.44	3682	0	19
2026.01.07	07:45:00	4452.44	4452.64	4443.33	4448.09	3552	0	19
2026.01.07	07:50:00	4448.08	4449.88	4446.28	4447.68	3183	0	19
2026.01.07	07:55:00	4447.68	4454.48	4446.37	4454.31	2801	0	19
2026.01.07	08:00:00	4454.32	4456.98	4452.98	4456.58	2689	0	19
2026.01.07	08:05:00	4456.58	4459.11	4456.33	4457.70	2413	0	19
2026.01.07	08:10:00	4457.70	4458.98	4455.23	4456.16	2489	0	19
2026.01.07	08:15:00	4456.14	4460.04	4456.10	4459.00	2761	0	19
2026.01.07	08:20:00	4459.01	4460.30	4454.60	4455.13	2304	0	19
2026.01.07	08:25:00	4455.10	4456.45	4452.25	4454.98	2362	0	19
2026.01.07	08:30:00	4455.00	4455.46	4449.15	4451.18	2495	0	19
2026.01.07	08:35:00	4451.13	4451.16	4443.77	4450.48	2907	0	19
2026.01.07	08:40:00	4450.43	4452.16	4446.17	4446.66	2683	0	19
2026.01.07	08:45:00	4446.66	4448.69	4441.49	4446.15	2786	0	19
2026.01.07	08:50:00	4446.15	4450.86	4445.38	4446.19	2609	0	19
2026.01.07	08:55:00	4446.27	4446.52	4442.69	4444.20	2280	0	19
2026.01.07	09:00:00	4444.19	4447.91	4441.72	4447.71	2478	0	19
2026.01.07	09:05:00	4447.72	4449.58	4447.21	4449.03	2028	0	19
2026.01.07	09:10:00	4449.01	4450.91	4447.97	4450.25	1808	0	19
2026.01.07	09:15:00	4450.27	4451.43	4448.38	4451.06	1866	0	19
2026.01.07	09:20:00	4451.05	4452.98	4450.39	4451.70	2316	0	19
2026.01.07	09:25:00	4451.70	4454.94	4451.63	4454.93	1895	0	19
2026.01.07	09:30:00	4454.93	4456.02	4453.65	4455.48	1679	0	19
2026.01.07	09:35:00	4455.49	4459.88	4455.00	4458.94	1750	0	19
2026.01.07	09:40:00	4458.92	4459.98	4456.62	4458.91	2133	0	19
2026.01.07	09:45:00	4458.88	4464.40	4458.57	4462.10	1998	0	19
2026.01.07	09:50:00	4462.10	4465.09	4460.36	4463.41	1755	0	19
2026.01.07	09:55:00	4463.38	4463.47	4461.03	4461.17	1429	0	19
2026.01.07	10:00:00	4461.13	4463.58	4460.53	4463.47	1628	0	19
2026.01.07	10:05:00	4463.49	4465.78	4459.36	4465.61	1963	0	19
2026.01.07	10:10:00	4465.62	4466.46	4462.84	4465.81	1755	0	19
2026.01.07	10:15:00	4465.79	4467.97	4464.79	4466.13	1919	0	19
2026.01.07	10:20:00	4466.13	4468.54	4465.42	4466.47	1705	0	19
2026.01.07	10:25:00	4466.48	4466.68	4463.76	4465.15	1695	0	19
2026.01.07	10:30:00	4465.19	4467.78	4464.15	4467.17	1544	0	19
2026.01.07	10:35:00	4467.17	4472.41	4466.32	4471.46	1949	0	19
2026.01.07	10:40:00	4471.44	4474.70	4466.79	4466.82	2162	0	19
2026.01.07	10:45:00	4466.81	4470.39	4465.60	4468.96	2108	0	19
2026.01.07	10:50:00	4468.94	4470.64	4467.71	4468.42	1326	0	19
2026.01.07	10:55:00	4468.43	4469.37	4466.87	4468.27	1860	0	19
2026.01.07	11:00:00	4468.28	4468.63	4464.01	4465.27	2169	0	19
2026.01.07	11:05:00	4465.27	4465.48	4459.50	4461.37	2230	0	19
2026.01.07	11:10:00	4461.37	4466.58	4461.32	4465.83	2018	0	19
2026.01.07	11:15:00	4465.83	4467.27	4464.13	4466.59	1717	0	19
2026.01.07	11:20:00	4466.59	4466.61	4462.38	4464.10	1721	0	19
2026.01.07	11:25:00	4464.09	4465.56	4461.82	4462.25	1530	0	19
2026.01.07	11:30:00	4462.24	4463.92	4461.43	4462.91	1565	0	19
2026.01.07	11:35:00	4462.91	4464.49	4462.44	4462.81	1417	0	19
2026.01.07	11:40:00	4462.82	4463.93	4460.94	4461.49	1395	0	19
2026.01.07	11:45:00	4461.48	4465.17	4460.03	4464.09	1559	0	19
2026.01.07	11:50:00	4464.09	4465.50	4461.94	4465.35	1662	0	19
2026.01.07	11:55:00	4465.35	4465.59	4462.79	4463.38	1520	0	19
2026.01.07	12:00:00	4463.38	4464.04	4461.42	4463.62	1349	0	19
2026.01.07	12:05:00	4463.61	4465.56	4462.81	4463.37	1779	0	19
2026.01.07	12:10:00	4463.37	4465.08	4462.28	4464.78	1563	0	19
2026.01.07	12:15:00	4464.79	4466.60	4464.69	4464.98	1674	0	19
2026.01.07	12:20:00	4464.95	4465.56	4463.48	4464.40	1447	0	19
2026.01.07	12:25:00	4464.41	4464.75	4458.81	4459.92	1836	0	19
2026.01.07	12:30:00	4459.91	4464.58	4458.87	4463.62	1999	0	19
2026.01.07	12:35:00	4463.61	4465.66	4463.48	4464.67	1500	0	19
2026.01.07	12:40:00	4464.67	4467.32	4464.66	4466.07	1536	0	19
2026.01.07	12:45:00	4466.07	4467.72	4465.71	4466.42	1298	0	19
2026.01.07	12:50:00	4466.42	4467.15	4464.88	4464.94	1201	0	19
2026.01.07	12:55:00	4464.93	4465.08	4463.78	4464.45	1625	0	19
2026.01.07	13:00:00	4464.45	4464.93	4461.80	4464.17	1530	0	19
2026.01.07	13:05:00	4464.18	4464.34	4461.16	4462.35	1330	0	19
2026.01.07	13:10:00	4462.35	4463.22	4461.26	4461.74	1233	0	19
2026.01.07	13:15:00	4461.72	4464.24	4460.48	4462.76	1310	0	19
2026.01.07	13:20:00	4462.76	4462.83	4459.54	4459.63	1347	0	19
2026.01.07	13:25:00	4459.63	4460.18	4455.34	4459.05	1858	0	19
2026.01.07	13:30:00	4459.05	4460.09	4454.93	4455.11	1395	0	19
2026.01.07	13:35:00	4455.08	4455.74	4450.72	4451.65	2145	0	19
2026.01.07	13:40:00	4451.65	4454.24	4450.50	4450.52	1520	0	19
2026.01.07	13:45:00	4450.50	4452.30	4449.18	4450.56	2085	0	19
2026.01.07	13:50:00	4450.51	4454.63	4449.41	4454.02	2280	0	19
2026.01.07	13:55:00	4454.02	4454.03	4446.53	4447.39	2279	0	19
2026.01.07	14:00:00	4447.39	4450.24	4445.98	4448.36	2278	0	19
2026.01.07	14:05:00	4448.30	4449.18	4445.31	4446.29	2469	0	19
2026.01.07	14:10:00	4446.28	4446.43	4443.42	4445.66	2201	0	19
2026.01.07	14:15:00	4445.66	4448.12	4440.42	4442.18	2383	0	19
2026.01.07	14:20:00	4442.22	4447.77	4439.35	4447.41	2454	0	19
2026.01.07	14:25:00	4447.36	4450.44	4443.77	4450.13	2918	0	19
2026.01.07	14:30:00	4450.13	4454.58	4449.39	4453.32	2627	0	19
2026.01.07	14:35:00	4453.32	4455.09	4451.35	4451.70	2086	0	19
2026.01.07	14:40:00	4451.70	4453.98	4449.98	4449.98	1922	0	19
2026.01.07	14:45:00	4449.98	4453.78	4449.47	4453.32	2385	0	19
2026.01.07	14:50:00	4453.31	4453.78	4448.43	4448.45	2179	0	19
2026.01.07	14:55:00	4448.44	4448.86	4445.02	4445.08	2296	0	19
2026.01.07	15:00:00	4445.08	4449.91	4443.60	4445.67	3469	0	19
2026.01.07	15:05:00	4445.64	4446.83	4429.17	4429.97	3924	0	19
2026.01.07	15:10:00	4429.95	4436.16	4427.85	4433.50	3476	0	19
2026.01.07	15:15:00	4433.51	4439.15	4430.19	4433.99	3451	0	19
2026.01.07	15:20:00	4433.99	4443.49	4432.73	4442.24	3238	0	19
2026.01.07	15:25:00	4442.26	4447.17	4440.63	4442.06	3251	0	19
2026.01.07	15:30:00	4442.05	4446.86	4441.02	4443.36	3514	0	19
2026.01.07	15:35:00	4443.33	4444.53	4438.16	4443.49	3634	0	19
2026.01.07	15:40:00	4443.49	4450.71	4441.19	4445.49	3181	0	19
2026.01.07	15:45:00	4445.52	4450.02	4444.77	4447.16	2788	0	19
2026.01.07	15:50:00	4447.16	4452.19	4446.07	4448.75	2975	0	19
2026.01.07	15:55:00	4448.75	4453.05	4447.11	4452.89	2954	0	19
2026.01.07	16:00:00	4452.92	4454.29	4449.83	4452.71	3054	0	19
2026.01.07	16:05:00	4452.64	4453.95	4448.46	4448.73	3276	0	19
2026.01.07	16:10:00	4448.77	4451.74	4447.21	4447.32	3129	0	19
2026.01.07	16:15:00	4447.33	4453.51	4446.99	4449.91	2948	0	19
2026.01.07	16:20:00	4449.85	4449.85	4443.19	4445.45	3062	0	19
2026.01.07	16:25:00	4445.42	4446.36	4442.79	4444.68	2734	0	19
2026.01.07	16:30:00	4444.68	4450.33	4440.77	4449.46	3831	0	19
2026.01.07	16:35:00	4449.43	4452.25	4435.70	4441.06	3725	0	19
2026.01.07	16:40:00	4441.06	4445.91	4439.72	4444.20	3755	0	19
2026.01.07	16:45:00	4444.22	4447.27	4440.90	4442.79	3679	0	19
2026.01.07	16:50:00	4442.79	4450.03	4440.87	4446.67	3629	0	19
2026.01.07	16:55:00	4446.67	4453.02	4444.79	4445.50	3182	0	19
2026.01.07	17:00:00	4445.46	4445.56	4437.95	4441.43	3474	0	19
2026.01.07	17:05:00	4441.43	4444.58	4439.90	4441.49	3623	0	19
2026.01.07	17:10:00	4441.50	4442.44	4426.37	4426.66	3791	0	19
2026.01.07	17:15:00	4426.68	4429.99	4423.45	4424.75	3728	0	19
2026.01.07	17:20:00	4424.75	4432.85	4424.67	4430.67	3444	0	19
2026.01.07	17:25:00	4430.67	4442.36	4430.67	4442.09	3184	0	19
2026.01.07	17:30:00	4442.04	4450.07	4442.04	4448.76	3672	0	19
2026.01.07	17:35:00	4448.77	4452.17	4445.46	4448.49	3510	0	19
2026.01.07	17:40:00	4448.51	4449.23	4441.99	4442.22	3268	0	19
2026.01.07	17:45:00	4442.13	4446.63	4440.56	4446.20	2940	0	19
2026.01.07	17:50:00	4446.20	4447.94	4442.35	4442.82	3032	0	19
2026.01.07	17:55:00	4442.82	4446.28	4441.77	4446.12	2741	0	19
2026.01.07	18:00:00	4446.11	4449.46	4445.27	4446.41	2891	0	19
2026.01.07	18:05:00	4446.41	4448.12	4443.89	4447.37	2756	0	19
2026.01.07	18:10:00	4447.36	4450.46	4445.94	4447.06	2734	0	19
2026.01.07	18:15:00	4447.07	4448.11	4444.62	4447.92	2444	0	19
2026.01.07	18:20:00	4447.89	4461.15	4447.19	4458.75	3355	0	19
2026.01.07	18:25:00	4458.73	4460.35	4455.81	4457.89	3119	0	19
2026.01.07	18:30:00	4457.91	4464.96	4456.92	4464.66	3030	0	19
2026.01.07	18:35:00	4464.82	4465.33	4459.01	4462.94	3068	0	19
2026.01.07	18:40:00	4462.93	4467.97	4460.79	4467.70	3011	0	19
2026.01.07	18:45:00	4467.69	4468.32	4463.82	4467.31	2706	0	19
2026.01.07	18:50:00	4467.30	4467.88	4463.83	4464.70	2426	0	19
2026.01.07	18:55:00	4464.70	4464.93	4461.98	4464.14	2321	0	19
2026.01.07	19:00:00	4464.17	4465.37	4459.76	4462.99	2505	0	19
2026.01.07	19:05:00	4463.00	4464.08	4460.22	4460.51	2238	0	19
2026.01.07	19:10:00	4460.52	4461.18	4457.85	4460.16	1875	0	19
2026.01.07	19:15:00	4460.20	4463.03	4459.08	4461.55	1946	0	19
2026.01.07	19:20:00	4461.55	4461.86	4459.56	4460.02	1797	0	19
2026.01.07	19:25:00	4460.12	4460.16	4457.13	4458.46	1931	0	19
2026.01.07	19:30:00	4458.47	4461.52	4458.15	4459.53	2013	0	19
2026.01.07	19:35:00	4459.52	4460.53	4456.16	4458.88	1898	0	19
2026.01.07	19:40:00	4458.87	4459.59	4456.02	4456.90	1834	0	19
2026.01.07	19:45:00	4456.88	4459.36	4456.63	4457.05	2117	0	19
2026.01.07	19:50:00	4457.05	4457.05	4452.05	4454.59	2638	0	19
2026.01.07	19:55:00	4454.61	4454.72	4449.82	4451.87	2692	0	19
2026.01.07	20:00:00	4451.94	4452.93	4448.18	4450.51	2620	0	19
2026.01.07	20:05:00	4450.49	4452.61	4447.93	4450.19	2592	0	19
2026.01.07	20:10:00	4450.20	4452.83	4448.67	4449.86	2667	0	19
2026.01.07	20:15:00	4449.87	4450.95	4447.24	4450.27	2476	0	19
2026.01.07	20:20:00	4450.20	4453.63	4449.75	4452.04	2688	0	19
2026.01.07	20:25:00	4452.01	4455.82	4451.38	4452.08	2749	0	19
2026.01.07	20:30:00	4452.07	4456.40	4451.77	4456.07	2238	0	19
2026.01.07	20:35:00	4456.15	4458.80	4454.36	4458.39	2148	0	19
2026.01.07	20:40:00	4458.39	4458.55	4455.70	4456.17	1748	0	19
2026.01.07	20:45:00	4456.18	4456.46	4454.11	4454.14	1956	0	19
2026.01.07	20:50:00	4454.14	4454.36	4450.14	4452.40	2028	0	19
2026.01.07	20:55:00	4452.41	4452.86	4450.64	4452.08	1944	0	19
2026.01.07	21:00:00	4452.07	4455.31	4450.67	4455.02	1843	0	19
2026.01.07	21:05:00	4455.00	4455.27	4449.55	4450.42	2119	0	19
2026.01.07	21:10:00	4450.33	4451.36	4447.79	4449.54	2575	0	19
2026.01.07	21:15:00	4449.55	4449.62	4445.37	4448.11	2561	0	19
2026.01.07	21:20:00	4448.12	4449.02	4447.32	4448.60	1888	0	19
2026.01.07	21:25:00	4448.57	4451.06	4446.59	4450.56	1840	0	19
2026.01.07	21:30:00	4450.56	4457.29	4450.49	4455.67	2239	0	19
2026.01.07	21:35:00	4455.67	4457.06	4454.34	4455.07	1961	0	19
2026.01.07	21:40:00	4455.02	4455.53	4452.74	4453.34	1674	0	19
2026.01.07	21:45:00	4453.33	4453.83	4452.06	4453.13	1889	0	19
2026.01.07	21:50:00	4453.13	4457.66	4452.40	4457.54	1864	0	19
2026.01.07	21:55:00	4457.52	4457.95	4456.49	4456.89	1918	0	19
2026.01.07	22:00:00	4456.89	4459.41	4456.88	4458.58	1884	0	19
2026.01.07	22:05:00	4458.58	4459.44	4455.64	4455.73	2165	0	19
2026.01.07	22:10:00	4455.74	4459.35	4455.39	4458.33	2427	0	19
2026.01.07	22:15:00	4458.33	4461.59	4457.10	4459.81	2282	0	19
2026.01.07	22:20:00	4459.86	4461.19	4458.70	4459.10	1620	0	19
2026.01.07	22:25:00	4459.10	4459.23	4456.00	4458.15	1934	0	19
2026.01.07	22:30:00	4458.13	4460.43	4457.34	4458.50	2144	0	19
2026.01.07	22:35:00	4458.53	4459.02	4456.48	4456.75	2347	0	19
2026.01.07	22:40:00	4456.76	4460.11	4456.74	4456.87	2295	0	19
2026.01.07	22:45:00	4456.85	4459.26	4456.56	4458.59	2484	0	19
2026.01.07	22:50:00	4458.60	4459.75	4458.03	4458.64	2065	0	19
2026.01.07	22:55:00	4458.64	4458.73	4450.55	4451.99	2602	0	19
2026.01.07	23:00:00	4452.08	4454.61	4449.84	4453.36	1649	0	19
2026.01.07	23:05:00	4453.36	4453.76	4452.11	4452.88	1124	0	19
2026.01.07	23:10:00	4452.87	4454.50	4452.85	4453.91	1123	0	19
2026.01.07	23:15:00	4453.91	4454.53	4453.47	4453.85	787	0	19
2026.01.07	23:20:00	4453.86	4455.19	4453.13	4453.56	829	0	19
2026.01.07	23:25:00	4453.56	4453.71	4451.86	4452.49	686	0	19
2026.01.07	23:30:00	4452.49	4453.69	4452.25	4452.91	637	0	19
2026.01.07	23:35:00	4452.90	4454.26	4452.40	4454.09	586	0	19
2026.01.07	23:40:00	4454.09	4454.49	4453.07	4453.24	674	0	19
2026.01.07	23:45:00	4453.24	4454.01	4452.90	4453.03	711	0	19
2026.01.07	23:50:00	4453.02	4455.99	4452.75	4455.85	746	0	19
2026.01.07	23:55:00	4455.83	4455.83	4454.78	4455.71	426	0	19
2026.01.08	01:00:00	4460.34	4462.67	4458.27	4461.97	999	0	19
2026.01.08	01:05:00	4461.97	4462.76	4459.85	4459.86	741	0	19
2026.01.08	01:10:00	4459.87	4460.52	4458.55	4459.81	849	0	19
2026.01.08	01:15:00	4459.82	4461.87	4459.22	4461.84	859	0	19
2026.01.08	01:20:00	4461.86	4463.02	4460.52	4461.94	1126	0	19
2026.01.08	01:25:00	4461.92	4464.05	4461.75	4462.02	1019	0	19
2026.01.08	01:30:00	4462.01	4462.82	4459.88	4461.39	1112	0	19
2026.01.08	01:35:00	4461.40	4462.87	4460.54	4461.34	922	0	19
2026.01.08	01:40:00	4461.34	4462.45	4460.85	4461.71	808	0	19
2026.01.08	01:45:00	4461.72	4462.98	4459.92	4461.30	1161	0	19
2026.01.08	01:50:00	4461.29	4462.58	4460.90	4461.78	1065	0	19
2026.01.08	01:55:00	4461.79	4463.82	4461.52	4463.46	812	0	19
2026.01.08	02:00:00	4463.48	4465.91	4462.93	4463.82	1450	0	19
2026.01.08	02:05:00	4463.82	4465.55	4462.49	4465.20	1059	0	19
2026.01.08	02:10:00	4465.20	4465.82	4464.57	4465.62	955	0	19
2026.01.08	02:15:00	4465.61	4466.38	4464.04	4464.17	849	0	19
2026.01.08	02:20:00	4464.17	4464.20	4458.54	4458.64	1157	0	19
2026.01.08	02:25:00	4458.64	4458.64	4454.17	4456.94	1764	0	19
2026.01.08	02:30:00	4456.94	4458.95	4455.77	4457.92	1497	0	19
2026.01.08	02:35:00	4457.92	4457.92	4451.58	4454.01	2721	0	19
2026.01.08	02:40:00	4454.00	4454.77	4450.33	4451.45	2523	0	19
2026.01.08	02:45:00	4451.42	4451.66	4447.19	4447.34	2634	0	19
2026.01.08	02:50:00	4447.39	4451.26	4446.75	4450.77	2635	0	19
2026.01.08	02:55:00	4450.77	4452.39	4450.22	4450.24	2087	0	19
2026.01.08	03:00:00	4450.23	4454.97	4444.43	4451.78	3476	0	19
2026.01.08	03:05:00	4451.81	4459.72	4451.77	4459.26	3153	0	19
2026.01.08	03:10:00	4459.26	4460.31	4455.55	4457.14	2705	0	19
2026.01.08	03:15:00	4457.15	4458.86	4454.78	4458.36	2786	0	19
2026.01.08	03:20:00	4458.36	4460.38	4457.04	4457.49	2851	0	19
2026.01.08	03:25:00	4457.48	4458.37	4454.48	4455.05	2836	0	19
2026.01.08	03:30:00	4454.94	4457.51	4450.75	4452.18	2664	0	19
2026.01.08	03:35:00	4452.17	4455.92	4450.86	4455.71	2987	0	19
